141,2181
218,1604
223,126
175,420
218,125
234,122
450,125
170,122
236,326
540,122
173,125
496,122
478,125
287,224
130,718
138,714
214,126
185,122
189,717
322,223
176,914
223,122
322,714
273,421
190,326
210,122
203,224
324,224
218,620
143,616
213,126
441,121
352,620
294,616
261,423
149,323
144,125
174,518
267,326
128,122
368,126
179,1114
340,125
194,714
274,227
224,1507
208,126
205,518
192,326
337,121
448,323
163,121
133,224
507,224
227,914
176,616
123,816
141,121
184,616
192,518
155,125
142,616
624,126
144,616
176,326
126,224
320,126
161,421
509,227
360,223
148,326
436,322
263,227
432,420
258,125
231,518
174,125
305,122
399,522
129,223
171,424
178,223
150,228
240,420
162,227
186,122
158,322
173,122
241,224
199,121
270,224
419,224
150,424
190,122
141,125
179,122
246,420
287,224
233,125
156,122
342,125
524,219
496,126
125,220
373,125
422,220
418,227
243,1212
293,228
343,122
205,224
230,122
161,322
286,224
241,424
346,121
269,126
128,121
362,224
139,323
573,125
225,122
686,125
307,322
415,125
327,220
396,126
277,121
358,126
259,122
180,126
170,122
158,7636
411,7436
140,126
266,322
454,126
127,121
211,126
279,121
288,126
209,122
528,126
490,121
323,227
343,122
125,421
144,223
219,326
133,122
197,224
354,223
434,718
167,323
155,227
350,519
224,126
154,813
482,125
423,1506
176,126
256,122
161,522
288,122
421,1114
144,420
163,126
511,421
198,125
135,220
163,423
150,122
179,420
123,223
170,424
416,121
132,519
331,121
145,224
235,813
161,326
244,223
139,326
368,519
280,227
348,322
165,126
175,322
213,126
175,122
196,228
167,420
188,126
555,420
294,228
262,518
130,126
259,322
198,227
453,122
322,322
205,224
266,126
181,220
146,522
241,223
128,126
290,322
157,126
144,121
133,424
499,224
184,326
213,121
145,126
133,223
143,125
242,322
417,620
184,121
448,420
221,122
315,420
192,121
164,126
127,121
133,323
153,322
348,126
304,121
289,126
496,121
192,126
225,122
256,126
205,616
192,126
139,219
251,326
389,121
377,126
336,121
171,323
240,122
216,126
178,121
172,126
176,322
209,126
207,121
215,126
240,322
167,126
453,122
259,227
266,122
283,125
304,122
249,126
416,224
160,126
128,122
195,326
183,121
294,126
219,121
560,126
186,121
224,126
171,223
384,125
178,122
189,125
502,220
253,326
317,121
320,126
321,121
331,126
156,122
176,126
135,223
209,15540
236,223
148,126
448,122
209,126
316,322
241,126
227,121
176,126
174,16523
260,126
429,122
285,126
247,121
369,126
400,122
466,126
537,121
307,126
208,122
193,227
237,122
198,125
141,15938
162,125
123,122
218,125
301,122
229,125
272,122
251,125
279,122
309,125
348,122
321,125
528,122
328,125
193,122
417,16425
496,121
599,126
133,121
315,126
336,121
257,126
234,121
161,15925
210,223
